"journal","year","month","class","type","URL","subject","first_author"
"AJAS",2018,2,"ruminant","original article","https://www.ajas.info/journal/view.php?number=23798","Influence of barley grain treated with alkaline compounds or organic extracts on ex vivo site and extent of digestion of starch","RezaNaseroleslami"
"AJAS",2018,2,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23810","Newborn traits associated with pre-weaning growth and survival in piglets","MorakotNuntapaitoon"
"AJAS",2018,2,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23765","Dietary maifanite supplementation did not affect the apparent total tract digestibility of calcium and phosphorus in growing pigs","LiLiBai"
"AJAS",2018,2,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23805","Evaluation of trace mineral source and preharvest deletion of trace minerals from finishing diets on tissue mineral status in pigs","Y.L.Ma"
"AJAS",2018,2,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23820","A short-term supranutritional vitamin E supplementation alleviated respiratory alkalosis but did not reduce oxidative stress in heat stressed pigs","FanLiu"
"AJAS",2018,2,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23802","Effects of dietary alfalfa flavonoids on the performance, meat quality and lipid oxidation of growing rabbits","SihemDabbou"
"AJAS",2018,2,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23828","Administration of vitamin D3 by injection or drinking water alters serum 25-hydroxycholecalciferol concentrations of nursery pigs","YoungDalJang"
"livestock science",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S187114131730361X","Apparent digestibility, rumen fermentation, digestive enzymes and urinary purine derivatives in yaks and Qaidam cattle offered forage-concentrate diets differing in nitrogen concentration","J.W.Zhouab"
"livestock science",2018,2,"monogastric","review","https://www.sciencedirect.com/science/article/pii/S1871141317303815","Application of natural wax markers in equine nutrition studies <U+2013> current state, limitations and perspectives","MartinBachmanna"
"livestock science",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S1871141317303621","Effect of vitamin E supplementation on growth performance, meat quality, and immune response of male broiler chickens: A meta-analysis","MarianaA.Pompeua"
"livestock science",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S1871141317303657","The content and standardized ileal digestibility of crude protein and amino acids in rapeseed co-products fed to pigs","M.M.Kasprzaka"
"livestock science",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S1871141317303700","Detoxification of aflatoxin B1 by lactic acid bacteria and hydrated sodium calcium aluminosilicate in broiler chickens","NingLiua"
"animal",2018,2,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/influence-of-paraaminohippuric-acid-analysis-on-net-portaldrained-viscera-flux-of-nutrients-in-pigs/391061E8F12B0180E6439F556DBF13B1","Influence of para-aminohippuric acid analysis on net portal-drained viscera flux of nutrients in pigs","I.Fernandez-Figares"
"animal",2018,2,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/mode-of-action-of-saccharomyces-cerevisiae-in-enteric-methane-mitigation-in-pigs/6B94DD8C201E573606049858C15807EA","Mode of action of Saccharomyces cerevisiae in enteric methane mitigation in pigs","Y.L.Gong"
"animal",2018,2,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/grape-pomace-improves-performance-antioxidant-status-fecal-microbiota-and-meat-quality-of-piglets/A33DCD65196A681881FAB71704AA5C2B","Grape pomace improves performance, antioxidant status, fecal microbiota and meat quality of piglets","I.Kafantaris"
"animal",2018,2,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/growth-meat-and-feed-efficiency-traits-of-lambs-born-to-ewes-submitted-to-energy-restriction-during-midgestation/BF8E65D4490CA7AC3CD9F5338526F915","Growth, meat and feed efficiency traits of lambs born to ewes submitted to energy restriction during mid-gestation","L.Piaggio"
"animal",2018,2,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/impact-of-animal-density-on-cattle-nutrition-in-dry-mediterranean-rangelands-a-faecal-nearir-spectroscopyaided-study/84D25BE8B56B42EC8D236D4CF5639096","Impact of animal density on cattle nutrition in dry Mediterranean rangelands: a faecal near-IR spectroscopy-aided study","S.Y.Landau"
"animal",2018,2,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/postweaning-feed-efficiency-decreased-in-progeny-of-higher-milk-yielding-beef-cows/CCED17F555C5D61913188485866D3C51","Post-weaning feed efficiency decreased in progeny of higher milk yielding beef cows","J.T.Mulliniks"
"animal",2018,2,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/effect-of-dietary-addition-of-nitrate-or-increase-in-lipid-concentrations-alone-or-in-combination-on-performance-and-methane-emissions-of-beef-cattle/042AD9AB21B81F20CB3AD11450179DB5","The effect of dietary addition of nitrate or increase in lipid concentrations, alone or in combination, on performance and methane emissions of beef cattle","C.-A.Duthie"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/522/4683670","Effect of different concentrations of dietary P and Ca on plasma inorganic P and urinary P excretion using noncolostomized and colostomized broilers                 ","MegharajaKManangi"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/531/4609701","The effect of sexual maturity and egg production on skeletal muscle (pectoralis major and gastrocnemius) protein turnover in broiler breeder pure lines                 ","KarenVignale"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/540/4601755","Yellow mealworm larvae (Tenebrio molitor) inclusion in diets for male broiler chickens: effects on growth performance, gut morphology, and histological findings                 ","IBiasato"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/549/4601756","Efficacy of モ-mannanase on broiler growth performance and energy utilization in the presence of increasing dietary galactomannan                 ","RELatham"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/557/4565737","Assessment of the minimal available phosphorus needs of pullets during the pre-laying period                 ","MJing"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/568/4675275","Effects of corn dried distillers¨ grains with solubles on performance, egg quality, yolk fatty acid composition and oxidative status in laying ducks                 ","DRuan"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/578/4739531","Differences in intestinal size, structure, and function contributing to feed efficiency in broiler chickens reared at geographically distant locations                 ","BUMetzler-Zebeli"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/592/4739537","Phytase in starter and grower diets of White Pekin ducks                 ","OAdeola"
"poultry science",2018,2,"monogastric","original article","https://academic.oup.com/ps/article/97/2/599/4739538","Effect of epigallocatechin gallate on growth performance and serum biochemical metabolites in heat-stressed broilers                 ","JingxianLuo"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117302742","Effect of additives on fatty acid profile of high moisture alfalfa silage during ensiling and after exposure to air","Q.H.Liu"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117308957","Use of high doses of 18:0 to try to mitigate the syndrome of milk fat depression in dairy ewes fed marine lipids","PabloG.Toral"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117312555","Effect of dietary grape pomace on growth performance, meat quality and antioxidant activity in ram lambs","J.X.Zhao"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117304170","Effects of dietary supplementation with alfalfa (Medicago sativa L.) saponins on lamb growth performance, nutrient digestibility, and plasma parameters","CeLiu"
"animal feed science and technology",2018,2,"ruminant","review","https://www.sciencedirect.com/science/article/pii/S0377840117308878","Nitrocompounds as potential methanogenic inhibitors in ruminant animals: A review","Zhen-WeiZhang"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117308489","Live yeast supplementation improves rumen fibre degradation in cattle grazing tropical pastures throughout the year","D.O.Sousaa"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117315894","Effects of exogenous fibrolytic enzyme supplementation to diets with different NFC/NDF ratios on the growth performance, nutrient digestibility and ruminal fermentation in Chinese domesticated black goats","S.D.Songa"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117310106","Ammonia Fiber Expansion (AFEX) as spin off technology from 2nd generation biofuel for upgrading cereal straws and stovers for livestock feed","MichaelBlummelab"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117311872","Different essential oils in diets of broiler chickens: 2. Gut microbes and morphology, immune response, and some blood profile and antioxidant enzymes","SubrataChowdhurya"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S037784011731101X","Effects of メ-galactosidase supplementation on nutrient digestibility, growth performance, intestinal morphology and digestive enzyme activities in weaned piglets","Q.H.Shang"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S037784011731026X","A comparative study on the effects of dietary sunflower hulls on growth performance and digestive tract traits of broilers and pullets fed a pullet diet from 0 to 21<U+00A0>days of age","M.V.Kimiaeitalab"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S037784011731026X","A comparative study on the effects of dietary sunflower hulls on growth performance and digestive tract traits of broilers and pullets fed a pullet diet from 0 to 21<U+00A0>days of age","M.V.Kimiaeitalab"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117311756","Different essential oils in diets of chickens: 1. Growth performance, nutrient utilisation, nitrogen excretion, carcass traits and chemical composition of meat","SubrataChowdhury"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117306363","Effect of dietary high non-phytate phosphorus level on growth performance and metabolism of calcium and phosphorus in Lion-head geese","Y.W.Zhua"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117309379","Effects of extruder die head temperature and pre-gelatinized taro and broken rice flour level on physical properties of floating fish pellets","M.S.Kamarudina"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117311604","Nutritional value of crude and partially defatted olive cake in finishing pigs and effects on nitrogen balance and gaseous emissions","P.Ferrerac"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117311318","Combined endo-モ-1,4-xylanase and メ-l-arabinofuranosidase increases butyrate concentration during broiler cecal fermentation of maize glucurono-arabinoxylan","J.L.Ravnab"
"animal feed science and technology",2018,2,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117311379","The impact of substituting soybean meal and sunflower meal with a mixture of white lupine seeds and rapeseed meal on rabbit doe milk yield and composition, and the growth performance and carcass traits of their litters","Z.Voleka"
"animal feed science and technology",2018,2,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117310271","Potential nitrogen to energy synchronization, rumen degradation kinetics, and intestinal digestibility of blend pelleted products of new co-products from bio-fuel processing, pulse screenings and lignosulfonate compound in dairy cows","VictorH.Guevara-Oquendoa"
