"journal","year","month","class","type","URL","subject","first_author"
"journal of dairy science",2017,11,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0022030217308573","Short communication: Influence of various proteolytic sources during fermentation of reconstituted corn grain silages","D.Junges"
"AJAS",2017,11,"ruminant","original article","https://www.ajas.info/journal/view.php?number=23737","Effects of various weaning times on growth performance, rumen fermentation and microbial population of yellow cattle calves","HuilingMao"
"AJAS",2017,11,"ruminant","original article","https://www.ajas.info/journal/view.php?number=23770","Influence of substituting steam-flaked corn for dry rolled corn on feedlot cattle growth performance when cattle are allowed either ad libitum or restricted access to the finishing diet","VictorManuelGonzalez-Vizcarra"
"AJAS",2017,11,"ruminant","original article","https://www.ajas.info/journal/view.php?number=23757","Fermentation quality and in vitro methane production of sorghum silage prepared with cellulase and lactic acid bacteria","WaroonKhota"
"AJAS",2017,11,"ruminant","original article","https://www.ajas.info/journal/view.php?number=23721","Carbohydrate and lipid spectroscopic molecular structures of different alfalfa hay and their relationship with nutrient availability in ruminants","MojtabaYari"
"AJAS",2017,11,"ruminant","original article","https://www.ajas.info/journal/view.php?number=23773","The relationship between odd- and branched-chain fatty acids and microbial nucleic acid bases in rumen","KeyuanLiu"
"AJAS",2017,11,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23855","Evaluation of high nutrient diets on litter performance of heat-stressed lactating sows","YohanChoi"
"animal",2017,11,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/reducing-the-cp-content-in-broiler-feeds-impact-on-animal-performance-meat-quality-and-nitrogen-utilization/15BA503C46A3CC64E2C003EBFD6AF28D","Reducing the CP content in broiler feeds: impact on animal performance, meat quality and nitrogen utilization","P.Belloir"
"animal",2017,11,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/effect-of-boswellia-serrata-resin-diet-supplementation-on-production-hematological-biochemical-and-immunological-parameters-in-broiler-chickens/B396363B54F13AD5074E57C0D7D357F1","The effect of Boswellia serrata resin diet supplementation on production, hematological, biochemical and immunological parameters in broiler chickens","A.R.M.Al-Yasiry"
"animal",2017,11,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/effect-of-dietary-supplementation-of-ligustrum-lucidum-on-performance-egg-quality-and-blood-biochemical-parameters-of-hyline-brown-hens-during-the-late-laying-period/2EFE48BDEFFA6B9C09AF33DB853BF9B4","Effect of dietary supplementation of Ligustrum lucidum on performance, egg quality and blood biochemical parameters of Hy-Line Brown hens during the late laying period","X.L.Li"
"animal",2017,11,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/effects-of-a-dietary-crude-fibre-concentrate-on-growth-in-weaned-piglets/C016B2AD475D60CD0C12557B497C783E","Effects of a dietary crude fibre concentrate on growth in weaned piglets","P.Superchi"
"animal",2017,11,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/sows-with-high-milk-production-had-both-a-high-feed-intake-and-high-body-mobilization/59B66E1F29B7E536175CD6ED3F03FA6A","Sows with high milk production had both a high feed intake and high body mobilization","A.V.Strathe"
"animal",2017,11,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/understanding-medusahead-low-intake-and-palatability-through-in-vitro-digestibility-and-fermentation-kinetics/BEC8060A35630A0B777B7141CBA75D81","Understanding medusahead low intake and palatability through in vitro digestibility and fermentation kinetics","J.J.Montes-Sanchez"
"animal",2017,11,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/shifts-in-microbial-populations-in-rusitec-fermenters-as-affected-by-the-type-of-diet-and-impact-of-the-method-for-estimating-microbial-growth-15n-v-microbial-dna/BBDBBB4BC841D3AE5CA2703711CE1532","Shifts in microbial populations in Rusitec fermenters as affected by the type of diet and impact of the method for estimating microbial growth (15N v. microbial DNA)","I.Mateos"
"animal",2017,11,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/effects-of-organic-complexed-or-inorganic-co-cu-mn-and-zn-supplementation-during-a-45day-preconditioning-period-on-productive-and-health-responses-of-feeder-cattle/67887D4CF4558B9542F7672AC80240E4","Effects of organic complexed or inorganic Co, Cu, Mn and Zn supplementation during a 45-day preconditioning period on productive and health responses of feeder cattle","K.D.Lippolis"
"animal",2017,11,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/effect-of-replacing-ground-corn-and-soybean-meal-with-licuri-cake-on-the-performance-digestibility-nitrogen-metabolism-and-ingestive-behavior-in-lactating-dairy-cows/96E2E61A75C28C7F799AFDDFB2D092E4","Effect of replacing ground corn and soybean meal with licuri cake on the performance, digestibility, nitrogen metabolism and ingestive behavior in lactating dairy cows","A.C.Ferreira"
"poultry science",2017,10,"monogastric","review","https://academic.oup.com/ps/article/96/10/3687/4061268","Factors affecting adipose tissue development in chickens: A review                 ","GuoqingWang"
"poultry science",2017,10,"monogastric","original article","https://academic.oup.com/ps/article/96/10/3626/4060575","Impacts of dietary calcium, phytate, and phytase on inositol hexakisphosphate degradation and inositol phosphate release in different segments of digestive tract of broilers                 ","W.Li"
"poultry science",2017,10,"monogastric","original article","https://academic.oup.com/ps/article/96/10/3638/4055753","Evaluation of encapsulated sodium butyrate on growth performance, energy digestibility, gut development, and Salmonella colonization in broilers                 ","J.D.Liu"
"poultry science",2017,10,"monogastric","review","https://academic.oup.com/ps/article/96/10/3645/4055756","Meta-analytic study of organic acids as an alternative performance-enhancing feed additive to antibiotics for broiler chickens                 ","G.V.Polycarpo"
"poultry science",2017,10,"monogastric","original article","https://academic.oup.com/ps/article/96/10/3654/4055760","Effects of dietary threonine supplementation on intestinal barrier function and gut microbiota of laying hens                 ","X.Y.Dong"
"poultry science",2017,10,"monogastric","original article","https://academic.oup.com/ps/article/96/10/3664/4061269","Effects of a high dose of microbial phytase and myo-inositol supplementation on growth performance, tibia mineralization, nutrient digestibility, litter moisture content, and foot problems in broiler chickens fed phosphorus-deficient diets                 ","D.Farhadi"
"poultry science",2017,10,"monogastric","original article","https://academic.oup.com/ps/article/96/10/3676/4055766","Growth performance and gastrointestinal responses of broiler chickens fed corn-soybean meal diet without or with exogenous epidermal growth factor upon challenge with Eimeria1                ","E.Kim"
"journal of animal science and biotechnology",2017,12,"monogastric","original article","https://link.springer.com/article/10.1186/s40104-017-0213-1","The effects of starter microbiota and the early life feeding of medium chain triglycerides on the gastric transcriptome profile of 2- or 3-week-old cesarean delivered piglets","Paolo Trevisi"
"journal of animal science and biotechnology",2017,12,"monogastric","original article","https://link.springer.com/article/10.1186/s40104-017-0212-2","Systematic analysis of feeding behaviors and their effects on feed efficiency in Pekin ducks","Feng Zhu"
"journal of animal science and biotechnology",2017,12,"ruminant","review","https://link.springer.com/article/10.1186/s40104-017-0205-1","Impacts of prenatal nutrition on animal production and performance: a focus on growth and metabolic and endocrine function in sheep","Prabhat KhanalEmail author"
"journal of animal science and biotechnology",2017,12,"ruminant","original article","https://link.springer.com/article/10.1186/s40104-017-0204-2","Negative effects of long-term feeding of high-grain diets to lactating goats on milk fat production and composition by regulating gene expression and DNA methylation in the mammary gland","Ping Tian"
"journal of animal science and biotechnology",2017,12,"monogastric","original article","https://link.springer.com/article/10.1186/s40104-017-0200-6","Betaine affects muscle lipid metabolism via regulating the fatty acid uptake and oxidation in finishing pig","Sisi Li"
"journal of animal science and biotechnology",2017,12,"monogastric","original article","https://link.springer.com/article/10.1186/s40104-017-0198-9","Glucosamine supplementation during late gestation alters placental development and increases litter size","Jeffrey L. ValletEmail author"
"revista brasileira de zootecnia",2017,9,"monogastric","original article","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982017000900731&lng=en&nrm=iso&tlng=en","Effect of breeder age and storage conditions of Japanese quail eggs on hatchability, quail neonate quality, and Bursa of Fabricius characteristics","Itallo Conrado Sousa deAraujo"
"revista brasileira de zootecnia",2017,9,"monogastric","original article","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982017000900740&lng=en&nrm=iso&tlng=en","Nutritional value of Brazilian distillers dried grains with solubles for pigs as determined by different methods","AndersonCorassa"
"revista brasileira de zootecnia",2017,9,"monogastric","original article","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982017000900755&lng=en&nrm=iso&tlng=en","Application of a precision nutrition tool for growing and finishing pigs","Gustavo DiasLovato"
"revista brasileira de zootecnia",2017,9,"monogastric","original article","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982017000900760&lng=en&nrm=iso&tlng=en","Effect of chamomile extract on the welfare of laying Japanese quail","Karine IsabelaTenorio"
"revista brasileira de zootecnia",2017,9,"ruminant","original article","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982017000900766&lng=en&nrm=iso&tlng=en","Tifton 85 bermudagrass (Cynodon sp.) silage as a replacement for Tifton 85 hay to feed lactating cows","Andre Sanches deAvila"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117301669","Long-term administration of formic acid to weaners: Influence on intestinal microbiota, immunity parameters and growth performance","DianaLuisea"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840116308197","Bioavailability of zinc hydroxychloride relative to zinc sulfate in growing cattle fed a corn-cottonseed hull-based diet","G.L.Shaeffer"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117304583","Effects of dietary protein levels and rumen-protected pantothenate on ruminal fermentation, microbial enzyme activity and bacteria population in Blonde d'Aquitaine<U+00A0>¡¿<U+00A0>Simmental beef steers","Q.Liua"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117304315","Effect of Delonix regia seed meal supplementation in Thai native beef cattle on feed intake, rumen fermentation characteristics and methane production","C.Supaponga"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117301827","Feed efficiency and carcass traits of feedlot lambs supplemented either monensin or increasing doses of copaiba (Copaifera spp.) essential oil","L.V.Mouraa"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840116303248","Use of monensin in lactating crossbred dairy cows (Holstein<U+00A0>¡¿<U+00A0>Gyr) raised on tropical pastures with concentrate supplementation","NoemilaD.Kozerskia"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117303115","Influence of increasing doses of a yeast hydrolyzate obtained from sugarcane processing on in vitro rumen fermentation of two different diets and bacterial diversity in batch cultures and Rusitec fermenters","A.Diaza"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840116310860","Comparing sheep and cattle to quantify internal markers in tropical feeds using in situ ruminal incubation","MariaJoseReisa"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117301463","Effect of feeder design and concentrate presentation form on performance, carcass characteristics, and behavior of fattening Holstein bulls fed high-concentrate diets","M.Verdua"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117305497","Effect of microencapsulated sodium butyrate dietary supplementation on growth performance and intestinal barrier function of broiler chickens infected with necrotic enteritis","BochenSonga"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117304935","Effect of a combination of xylanase, amylase and protease on growth performance of broilers fed low and high fiber diets","A.K.Singha"
"animal feed science and technology",2017,10,"monogastric","review","https://www.sciencedirect.com/science/article/pii/S0377840117304972","Does citric acid improve performance and bone mineralization of broilers when combined with phytase? A systematic review and meta-analysis","B.S.Vieira"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117305540","Extracts of laminarin and laminarin/fucoidan from the marine macroalgal species Laminaria digitata improved growth rate and intestinal structure in young chicks, but does not influence Campylobacter jejuni colonisation","TorresSweeneya"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117305990","Energy and nutrient utilisation of maize-soy diet supplemented with a xylanase-¥â-glucanase complex from Talaromyces versatilis","H.V.Riosa"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117305448","Effects of graded levels of an Escherichia coli phytase on growth performance, apparent total tract digestibility of phosphorus, and on bone parameters of weanling pigs fed phosphorus-deficient corn-soybean meal based diets","YueSheab"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117304364","Increased dietary protein levels during lactation improved sow and litter performance","AnjaV.Strathea"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117307629","Dietary administration of glycine complexed trace minerals can improve performance and slaughter yield in broilers and reduces mineral excretion","M.DeMarcoa"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117307459","Evaluation of dried yeast and threonine fermentation biomass as partial fish meal replacements in the diet of red drum Sciaenops ocellatus","MisaelRosalesa"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840116309245","Heamato-immunological and physiological responses of Labeo rohita fingerlings to dietary fermented Jatropha curcas protein concentrate","N.Shamnaa"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840116308264","Cyclical short-term starvation and refeeding provokes compensatory growth in sub-yearling Siberian sturgeon, Acipenser baerii Brandt, 1869","V.Morshediab"
"animal feed science and technology",2017,10,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840116306630","Digestibility of energy in four cereal grains fed to barrows at four body weights","F.Xie"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840116308628","The effect of cysteamine hydrochloride and nitrate supplementation on in-vitro and in-vivo methane production and productivity of cattle","Y.K.Sunab"
"animal feed science and technology",2017,10,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840116305715","Nutritive evaluation and milk quality of including of tomato or olive by-products silages with sunflower oil in the diet of dairy goats","A.Arco-Perez"
