"journal","year","month","class","type","URL","subject","first_author"
"AJAS",2018,4,"monogastric","original article","https://www.ajas.info/journal/view.php?number=23836","Effects of chromium picolinate on fat deposition, activity and genetic expression of lipid metabolism-related enzymes in 21 day old Ross broilers","GuangxinChen"
"livestock science",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300520","Effects of feeding systems on rumen environment, degradability and passage kinetics in Ankole × Friesian crossbred steers","DenisAsizuaab"
"livestock science",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300313","Genetic parameters for neonatal mortality in lambs at semi-arid region of Rajasthan India","G.R.Gowanea"
"livestock science",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300581","Colostral immunoglobulin concentration and milk production of ewes fed salt tolerant forages as alternatives to berseem hay","A.S.Morsya"
"livestock science",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300532","Comparison of two herbal essential oils, probiotic, and mannan-oligosaccharides on egg production, hatchability, serum metabolites, intestinal morphology, and microbiota activity of quail breeders","M.Hajiaghapour"
"livestock science",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300283","Effects of modified montmorillonite adsorbent on performance, egg quality, serum biochemistry, oxidation status, and immune response of laying hens in late production","X.Y.Quab"
"livestock science",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300210","An evaluation of metabolizable energy content of main feed ingredients for growing pigs when adding dietary lysophospholipids","M.J.Kima"
"livestock science",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S1871141318300246","Meta-analysis of the relationships between reproduction, milk yield and body condition score in dairy cows","NicolasBedere"
"animal",2018,4,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/effect-of-dietary-nutrients-on-ileal-endogenous-losses-of-threonine-cysteine-methionine-lysine-leucine-and-protein-in-broiler-chicks/EDBD7F7484A06AEF1265687BE6E5ADF7","Effect of dietary nutrients on ileal endogenous losses of threonine, cysteine, methionine, lysine, leucine and protein in broiler chicks","S.Cerrate"
"animal",2018,4,"monogastric","original article","https://www.cambridge.org/core/journals/animal/article/feeding-broilers-with-dry-whey-powder-and-whey-protein-concentrate-affected-productive-performance-ileal-digestibility-of-nutrients-and-cecal-microbiota-community/DFC13AE6A164C9E95DA7A48696AD465A","Feeding broilers with dry whey powder and whey protein concentrate affected productive performance, ileal digestibility of nutrients and cecal microbiota community","C.Pineda-Quiroga"
"animal",2018,4,"general","review","https://www.cambridge.org/core/journals/animal/article/review-to-be-or-not-to-be-an-identifiable-model-is-this-a-relevant-question-in-animal-science-modelling/59B51BAF48C63A1874665FC8EEB173C3","Review: To be or not to be an identifiable model. Is this a relevant question in animal science modelling?","R.Muñoz-Tamayo"
"animal",2018,4,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/plane-of-nutrition-during-the-rearing-phase-for-replacement-ewes-of-four-genotypes-i-effects-on-growth-and-development-and-on-ovulation-rate-at-first-joining/8569497BAB2847809EC0C677ADDC782F","Plane of nutrition during the rearing phase for replacement ewes of four genotypes: I – effects on growth and development, and on ovulation rate at first joining","T.W.J.Keady"
"animal",2018,4,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/plane-of-nutrition-during-the-rearing-phase-for-replacement-ewes-of-four-genotypes-ii-effects-on-performance-during-first-pregnancy-and-to-weaning-and-of-their-progeny/1797086FF098D24F9B6B4719F687576B","Plane of nutrition during the rearing phase for replacement ewes of four genotypes: II - effects on performance during first pregnancy and to weaning, and of their progeny","T.W.J.Keady"
"animal",2018,4,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/nutrient-intake-rumen-fermentation-and-growth-performance-of-dairy-calves-fed-extruded-fullfat-soybean-as-a-replacement-for-soybean-meal/5E72B03B4FA824C10922F0ECC2AFEBA0","Nutrient intake, rumen fermentation and growth performance of dairy calves fed extruded full-fat soybean as a replacement for soybean meal","A.ZeidAli-Nejad"
"animal",2018,4,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/metabolic-and-stress-responses-in-dairy-cows-fed-a-concentraterich-diet-and-submitted-to-intramammary-lipopolysaccharide-challenge/1C5FDCD4E3FAFDB209624D8367102511","Metabolic and stress responses in dairy cows fed a concentrate-rich diet and submitted to intramammary lipopolysaccharide challenge","S.Aditya"
"animal",2018,4,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/feeding-dried-distillers-grains-with-solubles-to-lactating-beef-cows-impact-of-excess-protein-and-fat-on-postweaning-progeny-growth-glucose-tolerance-and-carcass-traits/86336BDA9818F7EFBCE8158D88AA7CEC","Feeding dried distillers grains with solubles to lactating beef cows: impact of excess protein and fat on post-weaning progeny growth, glucose tolerance and carcass traits","C.N.Shee"
"animal",2018,4,"ruminant","original article","https://www.cambridge.org/core/journals/animal/article/effect-of-glycerol-supplementation-during-early-lactation-on-milk-yield-milk-composition-nutrient-digestibility-and-blood-metabolites-of-dairy-buffaloes/AA61BE09E7B1FF7948B3FDFF5226E24B","Effect of glycerol supplementation during early lactation on milk yield, milk composition, nutrient digestibility and blood metabolites of dairy buffaloes","A.M.Saleem"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1155/4851132","Effect of phytase on growth performance, phytate degradation and gene expression of myo-inositol transporters in the small intestine, liver and kidney of 21 day old broilers                 ","CLWalk"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1361/4818390","Effects of maternal dietary canthaxanthin and 25-hydroxycholecalciferol supplementation on antioxidant status and calcium-phosphate metabolism of progeny ducks                 ","ZZRen"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1368/4792824","Utilization of soy hulls, oat hulls, and flax meal fiber in adult broiler breeder hens                 ","HLeung"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1163/4817018","High calcium to phosphorus ratio impairs growth and bone mineralization in Pekin ducklings                 ","YWZhu"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1170/4801128","Nutrient digestibility response to sugarcane bagasse addition and corn particle size in normal and high Na diets for broilers                 ","SKKheravii"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1177/4792819","Interactive effects of phosphorus, calcium, and phytase supplements on products of phytate degradation in the digestive tract of broiler chickens                 ","VSommerfeld"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1189/4801129","Dietary energy, digestible lysine, and available phosphorus levels affect growth performance, carcass traits, and amino acid digestibility of broilers                 ","NishchalKSharma"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1199/4792820","Age, phosphorus, and 25-hydroxycholecalciferol regulate mRNA expression of vitamin D receptor and sodium-phosphate cotransporter in the small intestine of broiler chickens                 ","JCHan"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1209/4846321","Curcumin attenuates heat-stress-induced oxidant damage by simultaneous activation of GSH-related antioxidant enzymes and Nrf2-mediated phase II detoxifying enzyme systems in broiler chickens                 ","JFZhang"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1220/4792821","Effect of dietary β-alanine supplementation on growth performance, meat quality, carnosine content, and gene expression of carnosine-related enzymes in broilers                 ","BoQi"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1229/4817019","Effects of exogenous inosine monophosphate on growth performance, flavor compounds, enzyme activity, and gene expression of muscle tissues in chicken                 ","JunshuYan"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1238/4857170","Vitamin E and vitamin C supplementation improves antioxidant status and immune function in oxidative-stressed breeder roosters by up-regulating expression of GSH-Px gene                 ","YNMin"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1245/4818392","Improvement of the nutritional value of high-protein sunflower meal for broiler chickens using multi-enzyme mixtures                 ","SMWaititu"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1253/4818393","Dietary manganese supplementation affects mammillary knobs of eggshell ultrastructure in laying hens                 ","YNZhang"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1263/4857171","1α-Hydroxycholecalciferol improves the growth performance and up-regulates the mRNA expression of vitamin D receptor in the small intestine and kidney of broiler chickens                 ","JCHan"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1271/4851133","Beneficial effects of water-soluble chestnut (Castanea sativa Mill.) tannin extract on chicken small intestinal epithelial cell culture                 ","MBrus"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1283/4818394","Evaluation of dietary calcium level and source and phytase on growth performance, serum metabolites, and ileum mineral contents in broiler chicks fed adequate phosphorus diets from one to 28 days of age                 ","TMomeneh"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1290/4857172","Amino acid digestibility of larval meal (Musca domestica) for broiler chickens                 ","HNHall"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1298/4818395","Effects of the supplemental chromium form on performance and metabolic profile in laying hens exposed to heat stress                 ","NSahin"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1306/4825855","Effects of low-protein diets on acute phase proteins and heat shock protein 70 responses, and growth performance in broiler chickens under heat stress condition                 ","IZulkifli"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1315/4859444","Effects of fatty acid glyceride product SILOhealth 104 on the growth performance and carcass composition of broiler chickens                 ","ABedford"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1324/4816030","Particle size affects short-term preference behavior of brown-egg laying hens fed diets based on corn or barley                ","JHerrera"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1334/4857173","Dietary L-glutamine supplementation improves growth performance, gut morphology, and serum biochemical indices of broiler chickens during necrotic enteritis challenge                 ","GDXue"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1342/4864309","Effects of Ginkgo biloba leaves (Ginkgo biloba) and Ginkgo biloba extract on nutrient and energy utilization of broilers                 ","XJRen"
"poultry science",2018,4,"monogastric","original article","https://academic.oup.com/ps/article/97/4/1352/4857174","No copper supplementation in a corn-soybean basal diet has no adverse effects on late-phase laying hens under normal and cyclic high temperatures                 ","WXLi"
"animal feed science and technology",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117309537","Milk yield and composition from ewes fed raw soybeans and their lambs’ performance","EvandroM.Ferreiraa"
"animal feed science and technology",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S037784011731091X","Effects of chlorogenic acids-enriched extract from Eucommia ulmoides leaves on growth performance, stress response, antioxidant status and meat quality of lambs subjected or not to transport stress","H.W.Liua"
"animal feed science and technology",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117312658","Effects of organic selenium (Se-enriched yeast) supplementation in gestation diet on antioxidant status, hormone profile and haemato-biochemical parameters in Taihang Black Goats","LeiShiab"
"animal feed science and technology",2018,4,"ruminant","original article","https://www.sciencedirect.com/science/article/pii/S0377840117313536","Factors related to variation in the susceptibility to subacute ruminal acidosis in early lactating Simmental cows fed the same grain-rich diet","R.Khiaosa-arda"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117310659","Impacts of age and calcium on Phytase efficacy in broiler chickens","W.Lia"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117308507","Effect of phytase on amino acid digestibility in pig: A meta-analysis","M.Zouaoui"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840118301512","The optimal digestible valine, isoleucine and tryptophan intakes of broiler breeder hens for rate of lay","M.B.Limaa"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S037784011731307X","Nitrogen-corrected apparent metabolizable energy value of corn distillers dried grains with solubles for laying hens","H.Y.Wang"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117315729","The influence of selenium and selenoproteins on immune responses of poultry and pigs","TinaS.Dalgaarda"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117314682","Growth performance of weaned pigs fed different levels of starfish meal","MarleenElisevanderHeidea"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117314694","Annual variation in the composition of major nutrients of the common starfish (Asterias Rubens)","MarleenElisevanderHeidea"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S0377840117313275","Effect of β-glucanase and β-xylanase enzyme supplemented barley diets on nutrient digestibility, growth performance and expression of intestinal nutrient transporter genes in finisher pigs","L.C.Clarkea"
"animal feed science and technology",2018,4,"monogastric","original article","https://www.sciencedirect.com/science/article/pii/S037784011731619X","Nutritive value of flaxseed meal fed to growing pigs","S.P.Ndoua"
"animal feed science and technology",2018,4,"general","original article","https://www.sciencedirect.com/science/article/pii/S0377840117314803","Effect of variety and environment on the amount of thiamine and riboflavin in cereals and grain legumes","StephanieWitten"
